field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,SMI.rob,scaled_SMI.rob,DNA_ng.ml
86,Mataroni,23-Dt-103,27/07/2023,Frog swab,Wild,A06,DT120,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18786,0,18786,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,550,07/02/2023,38,11:50,1.7,yellow,Large,"Leaf litter, next to fallen log",Female,0,9.45,5.22,70,0,1,0,1,15,FALSE,NA,24.9,25.9,IMG_4074,93.74,,53:46.0,87.3993,02/07/2023 14:53,-52.157807,4.076632,179.6907823,72.12298058,1038099.382,452217.3373,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.61704949,0.155780772,4.72
87,Mataroni,23-Dt-104,27/07/2023,Frog swab,Wild,B06,DT121,Bd,0.059766341,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19685,1,19684,0.059939913,19628,1,19627,NA,NA,NA,NA,2,No,0,,552,07/02/2023,38,12:05,1.7,yellow,Large,Leaf litter,Female,0,9.18,5.06,90,5,5,0,0,0,FALSE,NA,24.2,24.6,IMG_4076,95.53,,05:43.0,91.455399,02/07/2023 15:05,-52.157554,4.076353,138.651956,93.0403438,1038127.751,452186.5575,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.654919246,0.557652473,too low
88,Mataroni,23-Dt-105,27/07/2023,Frog swab,Wild,C06,DT122,Bd,129.6664276,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17478,1824,15654,357.4738464,16666,4367,12299,NA,NA,NA,NA,2,Yes,243.570137,,558,07/02/2023,38,12:53,1.7,yellow,Large,Leaf litter,Female,0,4.08,4.35,95,50,1,1,0,40,FALSE,NA,25.4,25.9,IMG_4087,94.17,Skin leasions,53:13.0,91.843002,02/07/2023 15:53,-52.156784,4.073527,71.48035219,55.97591055,1038215.41,451873.5849,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.447481623,-1.810192838,too low
89,Mataroni,23-Dt-115,27/07/2023,Frog swab,Wild,A08,DT138,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20276,0,20276,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,596,09/02/2023,40,09:30,1.7,yellow,Large,Base of tree,Female,0,10.06,5.22,75,35,2,1,0,5,FALSE,NA,24.3,24.3,IMG_4218,91.15,Interacting with 23-Dt-116,34:12.0,74.599281,02/09/2023 12:34,-52.156272,4.074234,92.51173305,18.05549277,1038271.971,451952.356,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.656880198,0.599182462,too low
90,Mataroni,23-Dt-116,27/07/2023,Frog swab,Wild,B08,DT139,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21430,0,21430,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,597,09/02/2023,40,09:30,1.7,yellow,Large,Base of tree,Male,1,5.82,4.38,75,35,2,1,0,5,FALSE,NA,24.3,24.3,IMG_4218,91.15,Interacting with 23-Dt-115,34:13.0,74.599258,02/09/2023 12:34,-52.156263,4.074238,92.19663783,17.61151815,1038272.97,451952.8058,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.62596171,0.149536628,too low
91,Mataroni,23-Dt-117,27/07/2023,Frog swab,Wild,C08,DT140,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20282,0,20282,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,598,09/02/2023,40,10:05,1.7,yellow,Large,On fallen log,Male,1,6.97,4.72,70,40,0,0,1,70,FALSE,NA,25.2,26.5,IMG_4233,90.17,,03:29.0,62.043362,02/09/2023 13:03,-52.156729,4.074773,51.16783286,6.243382487,1038220.704,452011.841,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.606044309,-0.025515812,too low
92,Mataroni,23-Dt-118,27/07/2023,Frog swab,Wild,D08,DT141,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20004,0,20004,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,599,09/02/2023,40,10:35,1.7,yellow,Large,Leaf litter,Female,0,10.09,5.23,80,30,3,0,0,5,FALSE,NA,25.3,25.5,IMG_4234,91.4,,38:20.0,40.957497,02/09/2023 13:38,-52.15778,4.074277,123.8784679,89.40618803,1038103.963,451956.1148,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.655262163,0.582383769,too low
93,Mataroni,23-Dt-119,27/07/2023,Frog swab,Wild,E08,DT142,Bd,39.79854202,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17527,583,16944,44.45262527,14725,546,14179,NA,NA,NA,NA,2,Yes,42.12558365,High number of droplets but at amplitud lower than positive control,600,09/02/2023,40,10:50,1.7,yellow,Large,Leaf litter,Female,0,7.24,5.01,25,15,3,0,0,0,FALSE,NA,25.2,25.8,IMG_4237,96.43,,54:22.0,41.230732,02/09/2023 13:54,-52.157752,4.07404,98.60840327,99.23371267,1038107.24,451929.8431,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.531313858,-0.819713129,too low
94,Mataroni,23-Dt-120,27/07/2023,Frog swab,Wild,F08,DT143,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17244,0,17244,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,603,09/02/2023,40,11:30,1.7,yellow,Large,Leaf litter,Female,0,8.48,4.89,100,10,2,0,0,75,FALSE,NA,25.1,25.8,IMG_4244,90.14,,31:33.0,74.853729,02/09/2023 14:31,-52.156899,4.072939,61.43588398,57.94906176,1038202.992,451808.2807,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.666741108,0.666945483,too low
95,Mataroni,23-Dt-121,01/08/2023,Frog swab,Wild,B02,DT184,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20083,0,20083,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,604,09/02/2023,40,11:35,1.7,yellow,Large,Tree roots,Female,0,7.95,5,75,5,0,2,0,75,FALSE,NA,25.1,25.8,IMG_4245,90.31,,37:44.0,77.662804,02/09/2023 14:37,-52.156798,4.072906,72.91622575,68.89742028,1038214.265,451804.6878,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.586742969,-0.205995992,2.6
96,Mataroni,23-Dt-122,01/08/2023,Frog swab,Wild,C02,DT185,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19332,0,19332,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,605,09/02/2023,40,11:48,1.7,yellow,Large,On dead wood,Male,1,6.42,4.63,70,40,1,0,0,60,FALSE,NA,25.1,25.8,IMG_4244,90.14,,50:08.0,84.298965,02/09/2023 14:50,-52.156785,4.07291,73.94057274,70.36328603,1038215.711,451805.1402,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.589642895,-0.217386832,too low
97,Mataroni,23-Dt-123,01/08/2023,Frog swab,Wild,D02,DT186,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18898,0,18898,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,611,10/02/2023,41,08:45,1.7,yellow,Large,Under fallen log,Male,1,6.35,4.87,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-124,47:37.0,95.879379,02/10/2023 11:47,-52.156126,4.075376,44.25099772,28.43166365,1038287.471,452079.1366,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.505123915,-1.124010612,too low
98,Mataroni,23-Dt-124,01/08/2023,Frog swab,Wild,E02,DT187,Bd,0.059530456,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19763,1,19762,0.082319602,14292,1,14291,NA,NA,NA,NA,2,No,0,,612,10/02/2023,41,08:46,1.7,yellow,Large,Under fallen log,Female,0,9.47,5.36,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-123,47:40.0,95.852615,02/10/2023 11:47,-52.156117,4.075368,44.19095041,27.48385884,1038288.479,452078.2552,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.573513017,-0.314170506,6.86
99,Mataroni,23-Dt-125,01/08/2023,Frog swab,Wild,F02,DT188,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20273,0,20273,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,613,10/02/2023,41,09:20,1.7,yellow,Large,On tree root,Female,0,8.36,4.85,95,15,1,2,0,25,FALSE,NA,24.5,25.3,IMG_4321,91.06,,22:57.0,78.743721,02/10/2023 12:22,-52.156437,4.076992,117.5066389,18.87895729,1038251.748,452258.1915,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.672843626,0.729180085,5.46
100,Mataroni,23-Dt-126,01/08/2023,Frog swab,Wild,G02,DT189,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19959,0,19959,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,619,10/02/2023,41,10:48,1.7,yellow,Large,NA,Female,0,8.74,5.4,85,0,4,0,1,10,FALSE,NA,24.8,25.6,IMG_4337,95.74,,48:35.0,65.929855,02/10/2023 13:48,-52.154704,4.079293,124.8899299,42.72634977,1038443.251,452514.6063,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.518227075,-0.927301851,4.84
101,Mataroni,23-Dt-127,01/08/2023,Frog swab,Wild,H02,DT190,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20273,0,20273,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,621,10/02/2023,41,12:05,1.7,yellow,Large,Under dead wood,Female,0,9.82,5.5,85,65,2,0,0,35,FALSE,NA,24.9,25.4,IMG_4343,94.7,,08:22.0,80.778381,02/10/2023 15:08,-52.154752,4.076606,23.70356626,25.59435219,1038439.701,452216.5033,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.552653541,-0.533081454,4.9
102,Mataroni,23-Dt-128,01/08/2023,Frog swab,Wild,A03,DT191,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16388,0,16388,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,622,10/02/2023,41,15:05,1.7,yellow,Large,On dead wood,Female,0,9.88,5.8,75,30,4,0,1,60,FALSE,NA,25,24.8,IMG_4345,93.65,,05:07.0,76.889023,02/10/2023 18:05,-52.155713,4.07259,59.29112324,33.07561961,1038335.337,451770.3612,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.478068777,-1.342414445,5.4
103,Mataroni,23-Dt-129,01/08/2023,Frog swab,Wild,B03,DT192,Bd,0.76704365,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16877,11,16866,0.585713506,18082,9,18073,NA,NA,NA,NA,2,Yes,0.676378578,,625,10/02/2023,41,16:13,1.7,yellow,Large,Leaf litter,Female,0,8.6,4.97,100,30,3,0,0,10,FALSE,NA,24.6,24,IMG_4350,95.8,,17:58.0,88.136719,02/10/2023 19:17,-52.155194,4.075286,98.51222062,33.06734555,1038391.348,452069.7782,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.64567431,0.443841607,4.22
104,Mataroni,23-Dt-130,01/08/2023,Frog swab,Wild,C03,DT193,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16507,0,16507,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,628,10/02/2023,41,17:00,1.7,yellow,Large,Under dead wood,Male,1,7,4.95,70,20,0,1,1,60,FALSE,NA,24.1,23.9,IMG_4359,86.61,Interacting with 23-Dt-031,01:32.0,87.392326,02/10/2023 20:01,-52.15555,4.077148,17.29488417,3.787390025,1038350.448,452276.092,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.531611372,-0.822584961,12.58
105,Mataroni,23-Dt-131,01/08/2023,Frog swab,Wild,A07,DT223,Bd,0.057203248,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20567,1,20566,0,13744,0,13744,NA,NA,NA,NA,2,No,0,,627,10/02/2023,41,17:00,1.7,yellow,Large,Leaf litter,Female,0,10.21,5.44,85,20,0,1,1,30,FALSE,NA,24.1,23.9,IMG_4359,86.61,Interacting with 23-Dt-030,01:18.0,86.115265,02/10/2023 20:01,-52.155495,4.077172,11.26297942,1.980180118,1038356.559,452278.7913,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.592812781,-0.090304902,too low
106,Mataroni,23-Dt-132,01/08/2023,Frog swab,Wild,B07,DT224,Bd,0.059602838,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19739,1,19738,0,18009,0,18009,NA,NA,NA,NA,2,No,0,,627,10/02/2023,41,17:00,1.7,yellow,Large,Leaf litter,Male,1,8.76,4.9,85,20,0,1,1,30,FALSE,NA,24.1,23.9,IMG_4359,86.61,,01:18.0,86.115265,02/10/2023 20:01,-52.155495,4.077172,11.26297942,1.980180118,1038356.559,452278.7913,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.68476544,0.867805495,too low
107,Mataroni,23-Dt-133,01/08/2023,Frog swab,Wild,C07,DT225,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19587,0,19587,0.211728707,16671,3,16668,NA,NA,NA,NA,2,No,0,,629,10/02/2023,41,17:25,1.7,yellow,Large,Tree roots,Female,0,11.31,5.43,70,15,1,0,0,7,FALSE,NA,24.1,23.8,IMG_4362,96.27,,25:07.0,83.891945,02/10/2023 20:25,-52.155031,4.076915,24.84674386,29.33451639,1038408.417,452250.5936,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.660126753,0.660559016,2.04
108,Mataroni,23-Dt-134,01/08/2023,Frog swab,Wild,D07,DT226,Bd,0.060407721,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19476,1,19475,0.065977097,17832,1,17831,NA,NA,NA,NA,2,No,0,,631,11/02/2023,42,08:23,1.7,yellow,Large,Leaf litter,Male,1,6.32,4.49,40,7,0,1,0,3,FALSE,NA,23.5,22.7,IMG_4383,94.7,,23:47.0,85.046211,02/11/2023 11:23,-52.156463,4.073172,100.2304756,48.08717374,1038251.404,451834.4198,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.633433203,0.246439936,too low
109,Mataroni,23-Dt-135,01/08/2023,Frog swab,Wild,E07,DT227,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19055,0,19055,0,19605,0,19605,NA,NA,NA,NA,2,No,0,,632,11/02/2023,42,09:09,1.7,yellow,Large,Leaf litter,Male,1,6.05,4.9,90,25,2,0,0,7,FALSE,NA,23.9,23.7,IMG_4387,93.53,,10:54.0,80.091942,02/11/2023 12:10,-52.156007,4.07614,80.44446204,84.89485495,1038300.216,452163.9673,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.472925903,-1.477494237,too low
110,Mataroni,23-Dt-136,01/08/2023,Frog swab,Wild,F07,DT228,Bd,0.059639093,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19727,1,19726,0.127302989,18484,2,18482,NA,NA,NA,NA,2,No,0,,633,11/02/2023,42,10:00,1.7,yellow,Large,"Leaf litter, next to fallen log",Female,0,7.5,5.28,85,20,3,0,1,25,FALSE,NA,24,23.5,IMG_4395,93.71,,03:43.0,70.044632,02/11/2023 13:03,-52.155563,4.077674,60.32818019,49.80985839,1038348.649,452334.4328,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.47405777,-1.430780734,35
111,Mataroni,23-Dt-137,01/08/2023,Frog swab,Wild,G07,DT229,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17593,0,17593,0,18974,0,18974,NA,NA,NA,NA,2,No,0,,634,11/02/2023,42,10:26,1.7,yellow,Large,Tree roots,Female,0,10.33,5.52,85,35,0,1,0,20,FALSE,NA,24,23.7,IMG_4399,95.95,,29:16.0,54.335907,02/11/2023 13:29,-52.15475,4.078964,112.0673358,73.52219203,1038438.347,452478.0792,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.575384075,-0.276859497,too low
112,Mataroni,23-Dt-138,01/08/2023,Frog swab,Wild,H07,DT230,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19245,0,19245,0.862673283,16371,3,16359,NA,NA,NA,NA,2,No,0,,635,11/02/2023,42,10:50,1.7,yellow,Large,"Palm leaf, ground",Female,0,5,4.6,70,25,1,1,1,25,FALSE,NA,23.9,24,IMG_4406,93.88,,51:46.0,64.992012,02/11/2023 13:51,-52.15509,4.079777,192.2013416,73.04152584,1038399.93,452568.0375,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.467793704,-1.562674865,too low
113,Mataroni,23-Dt-139,01/08/2023,Frog swab,Wild,A08,DT231,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18424,0,18424,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,636,11/02/2023,42,11:16,1.7,yellow,Large,Under fallen log,Male,1,6.67,4.87,45,7,1,0,1,0,FALSE,NA,23.8,23.9,IMG_4411,93.6,,13:53.0,66.899696,02/11/2023 14:13,-52.154187,4.079541,110.4552514,11.34535791,1038500.675,452542.4645,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,0.530578978,-0.842345081,too low
114,Mataroni,23-Dt-113,27/07/2023,Frog swab,Wild,C07,DT130,Bd,1.115607977,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18991,18,18973,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1.115607977,,594,09/02/2023,40,08:01,1.7,yellow,Large,Under dead wood,Female,0,9.64,5.48,5,2,1,0,1,90,FALSE,NA,23.8,23.5,IMG_4213,87.6,,03:32.0,94.654144,02/09/2023 11:03,-52.157207,4.07258,75.49701304,40.70572278,1038168.923,451768.2503,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.548174451,-0.585111059,too low
115,Mataroni,23-Dt-114,27/07/2023,Frog swab,Wild,D07,DT131,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15749,0,15749,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,595,09/02/2023,40,08:55,1.7,yellow,Large,Base of tree root,Female,0,8.28,5.24,85,10,1,1,0,7,FALSE,NA,24.2,24.2,IMG_4214,95,,56:05.0,78.209343,02/09/2023 11:56,-52.156376,4.0733,109.7940543,31.27373617,1038261.01,451848.6773,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.534803836,-0.757811605,too low
116,Mataroni,23-Dt-112,27/07/2023,Frog swab,Wild,B07,DT129,Bd,0.609552741,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17375,9,17366,0.508030057,18530,8,18522,NA,NA,NA,NA,2,Yes,0.558791399,,582,08/02/2023,39,11:20,1.7,yellow,Large,Leaf litter,Female,0,10.39,5.04,75,5,2,1,0,25,FALSE,NA,24.6,25.4,IMG_4170,92.73,,31:14.0,77.142448,02/08/2023 14:31,-52.153699,4.075139,178.209957,41.85228529,1038557.978,452054.4747,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.74964045,1.606390166,too low
117,Mont Fortune,23-Dt-144,01/08/2023,Frog swab,Wild,F08,DT236,Bd,0.708461165,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16611,10,16601,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,0.708461165,,645,15/02/2023,46,12:30,0.77,lightblue,Small,Under fallen log,Female,0,3.33,3.44,60,15,3,0,1,65,FALSE,NA,25.4,26.7,IMG_4476,95.58,,32:27.0,97.3627,2/15/2023 15:32,-52.349716,4.88147,26.92956202,11.4186642,1016158.328,541347.5974,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.712026351,1.36216267,too low
118,Mont Fortune,23-Dt-142,01/08/2023,Frog swab,Wild,D08,DT234,Bd,0.409492016,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17241,6,17235,0.177041546,19937,3,19934,NA,NA,NA,NA,2,Yes,0.293266781,,642,15/02/2023,46,11:25,0.77,lightblue,Small,Under fallen log,Female,0,4,3.87,70,7,2,0,1,40,FALSE,NA,25,26.8,IMG_4468,95.88,,26:14.0,112.2494,2/15/2023 14:26,-52.349847,4.880711,1.792443916,53.29977156,1016144.339,541263.3232,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.611802418,-0.160601162,too low
119,Mont Fortune,23-Dt-143,01/08/2023,Frog swab,Wild,E08,DT235,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17579,0,17579,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,644,15/02/2023,46,11.39,0.77,lightblue,Small,Under fallen palm leaves,Female,0,1.97,3.38,25,5,2,1,1,70,FALSE,NA,25.1,26.9,IMG_4471,94.67,Quite young,49:34.0,108.3954,2/15/2023 14:49,-52.349756,4.880809,2.977649768,59.56086912,1016154.386,541274.2615,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.4428479,-0.945983511,25.4
120,Mont Fortune,23-Dt-148,01/08/2023,Frog swab,Wild,B09,DT240,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20138,0,20138,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,649,15/02/2023,46,16:10,0.77,lightblue,Small,Under fallen palm leaves,Female,0,2.08,3.28,65,2,3,0,0,70,FALSE,NA,24.9,25.2,IMG_4488,95.69,,14:01.0,106.135,2/15/2023 19:14,-52.349194,4.880005,7.201736614,49.72040051,1016217.519,541185.5303,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.509273891,-0.198469763,3.52
121,Mont Fortune,23-Dt-149,01/08/2023,Frog swab,Wild,C09,DT241,Bd,0.138571337,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16981,3,16979,0.388295501,18182,6,18176,NA,NA,NA,NA,2,Yes,0.263433419,,671,16/02/2023,47,12:40,0.77,lightblue,Small,On fallen log,Male,1,2.3,3.13,75,2,2,0,1,5,FALSE,NA,25.6,26.6,IMG_4514,91.39,,40:13.0,84.4995,2/16/2023 15:40,-52.351098,4.883641,32.31283489,11.48582594,1016002.932,541587.2975,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.64334231,1.354236873,too low
122,Mont Fortune,23-Dt-150,01/08/2023,Frog swab,Wild,D09,DT242,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19422,0,19422,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,672,16/02/2023,47,13:30,0.77,lightblue,Small,On fallen log,Male,1,2.26,3.51,75,3,2,0,1,35,FALSE,NA,25.4,26.7,IMG_4515,94.26,,28:01.0,92.2492,2/16/2023 16:28,-52.34973,4.883013,11.57763761,84.92605753,1016155.586,541518.7057,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.456325915,-0.985922694,too low
123,Mont Fortune,23-Dt-151,01/08/2023,Frog swab,Wild,A11,DT255,Bd,4.851178646,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19198,79,19119,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,4.851178646,,673,16/02/2023,47,13:49,0.77,lightblue,Small,Tree roots,Female,0,3.87,3.63,100,2,2,2,1,10,FALSE,NA,24.8,26.3,IMG_4518,96.7,,52:03.0,105.0562,2/16/2023 16:52,-52.350426,4.882588,25.62533616,13.76813875,1016078.492,541471.0371,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.710150067,0.997205486,too low
124,Mont Fortune,23-Dt-152,01/08/2023,Frog swab,Wild,B11,DT256,Bd,538.2600098,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16432,6033,10399,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,538.2600098,,675,16/02/2023,47,14:22,0.77,lightblue,Small,Under fallen log,Female,0,1.69,3.5,100,7,2,0,1,20,FALSE,NA,24.9,27,IMG_4524,97.54,Very skinny/weak,22:54.0,110.1136,2/16/2023 17:22,-52.35036,4.881719,19.94147852,25.7509588,1016086.5,541374.7157,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.344015392,-1.949721873,32.4
125,Mont Fortune,23-Dt-153,01/08/2023,Frog swab,Wild,C11,DT257,Bd,0.727376342,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19415,12,19403,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,0.727376342,,677,16/02/2023,47,15:40,0.77,lightblue,Small,Base of tree roots,Female,0,3.17,3.59,90,12,1,1,0,20,FALSE,NA,24.5,25.5,IMG_4530,91.9,,40:01.0,116.6814,2/16/2023 18:40,-52.350817,4.882555,54.47640623,46.23141978,1016035.023,541467.0763,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.600324973,0.138556393,17.08
126,Mont Fortune,23-Dt-154,01/08/2023,Frog swab,Wild,D11,DT258,Bd,0.127378806,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18473,2,18471,0,17394,0,17394,NA,NA,NA,NA,2,No,0,,678,17/02/2023,48,13:45,0.77,lightblue,Small,Climbing tree trunk,Male,1,2.55,3.47,85,5,2,1,0,10,FALSE,NA,24.9,27.3,IMG_4554,96.22,Climbing,49:23.0,122.3284,2/17/2023 16:49,-52.349804,4.880701,4.962626988,53.06965252,1016149.13,541262.2473,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.531943507,-0.274561765,too low
127,Mont Fortune,23-Dt-155,01/08/2023,Frog swab,Wild,E11,DT259,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15905,0,15905,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,679,17/02/2023,48,16:14,0.77,lightblue,Small,Under fallen log,Female,0,3.74,3.99,85,15,2,0,1,75,FALSE,NA,25.1,25.6,IMG_4559,97.99,,19:17.0,96.2029,2/17/2023 19:19,-52.351231,4.883585,30.51931023,15.19815225,1015988.18,541580.9846,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.524444991,-0.973386892,too low
128,Mont Fortune,23-Dt-156,01/08/2023,Frog swab,Wild,F11,DT260,Bd,2.74913764,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18423,43,18380,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,2.74913764,,687,18/02/2023,49,10:09,0.77,lightblue,Small,Under fallen log,Female,0,3.7,3.9,85,7,7,1,1,4,FALSE,NA,24.1,25.7,IMG_4574,95.07,,09:50.0,107.5179,2/18/2023 13:09,-52.350338,4.881909,40.92693005,13.71885952,1016088.802,541395.8037,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.553622414,-0.65024307,too low
